milestone_id,project_id,milestone_name,sequence,planned_date,actual_date,status,delay_days,dependency_type
PRJ-SYN-006683-M-08,PRJ-SYN-006683,"Equipment Installation, Signaling & Substation Integration",8,2025-09-07,2026-04-08,COMPLETED,213,SYSTEMS_EQUIPMENT
PRJ-SYN-006683-M-09,PRJ-SYN-006683,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-11-15,,DELAYED,330,STATUTORY_INSPECTION
PRJ-SYN-006683-M-10,PRJ-SYN-006683,"Final Trial Runs, COD Commercial Operation & Handover",10,2026-01-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-006684-M-01,PRJ-SYN-006684,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-04-05,2021-04-18,COMPLETED,13,ADMINISTRATIVE
PRJ-SYN-006684-M-02,PRJ-SYN-006684,Statutory Environmental & Forest Clearance Stage-I,2,2021-08-02,2021-09-07,COMPLETED,36,STATUTORY
PRJ-SYN-006684-M-03,PRJ-SYN-006684,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-11-29,2022-01-11,COMPLETED,43,LAND_ACQUISITION
PRJ-SYN-006684-M-04,PRJ-SYN-006684,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-03-27,2022-05-28,COMPLETED,62,PROCUREMENT
PRJ-SYN-006684-M-05,PRJ-SYN-006684,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-08-17,2022-10-26,COMPLETED,70,RIGHT_OF_WAY
PRJ-SYN-006684-M-06,PRJ-SYN-006684,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-02-10,2023-04-17,COMPLETED,66,CIVIL_WORKS
PRJ-SYN-006684-M-07,PRJ-SYN-006684,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-08-07,2023-11-07,COMPLETED,92,CIVIL_WORKS
PRJ-SYN-006684-M-08,PRJ-SYN-006684,"Equipment Installation, Signaling & Substation Integration",8,2023-12-04,2024-03-19,COMPLETED,106,SYSTEMS_EQUIPMENT
PRJ-SYN-006684-M-09,PRJ-SYN-006684,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2024-02-13,2024-06-04,COMPLETED,112,STATUTORY_INSPECTION
PRJ-SYN-006684-M-10,PRJ-SYN-006684,"Final Trial Runs, COD Commercial Operation & Handover",10,2024-04-01,2024-08-05,COMPLETED,126,COMMISSIONING
PRJ-SYN-006685-M-01,PRJ-SYN-006685,Feasibility Study & Detailed Project Report (DPR) Approval,1,2018-09-07,2018-09-13,COMPLETED,6,ADMINISTRATIVE
PRJ-SYN-006685-M-02,PRJ-SYN-006685,Statutory Environmental & Forest Clearance Stage-I,2,2018-12-01,2019-01-04,COMPLETED,34,STATUTORY
PRJ-SYN-006685-M-03,PRJ-SYN-006685,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2019-02-25,2019-03-31,COMPLETED,34,LAND_ACQUISITION
PRJ-SYN-006685-M-04,PRJ-SYN-006685,"EPC Tendering, Technical Evaluation & Contract Award",4,2019-05-21,2019-07-08,COMPLETED,48,PROCUREMENT
PRJ-SYN-006685-M-05,PRJ-SYN-006685,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2019-09-01,2019-10-30,COMPLETED,59,RIGHT_OF_WAY
PRJ-SYN-006685-M-06,PRJ-SYN-006685,"Major Substructure, Earthwork & Foundation Works (50%)",6,2020-01-07,2020-03-24,COMPLETED,77,CIVIL_WORKS
PRJ-SYN-006685-M-07,PRJ-SYN-006685,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2020-05-14,2020-08-02,COMPLETED,80,CIVIL_WORKS
PRJ-SYN-006685-M-08,PRJ-SYN-006685,"Equipment Installation, Signaling & Substation Integration",8,2020-08-07,2020-11-06,COMPLETED,91,SYSTEMS_EQUIPMENT
PRJ-SYN-006685-M-09,PRJ-SYN-006685,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2020-09-27,2021-01-22,COMPLETED,117,STATUTORY_INSPECTION
PRJ-SYN-006685-M-10,PRJ-SYN-006685,"Final Trial Runs, COD Commercial Operation & Handover",10,2020-11-01,2021-02-27,COMPLETED,118,COMMISSIONING
PRJ-SYN-006686-M-01,PRJ-SYN-006686,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-11-21,2020-12-30,COMPLETED,39,ADMINISTRATIVE
PRJ-SYN-006686-M-02,PRJ-SYN-006686,Statutory Environmental & Forest Clearance Stage-I,2,2021-05-20,2021-07-22,COMPLETED,63,STATUTORY
PRJ-SYN-006686-M-03,PRJ-SYN-006686,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-11-15,2022-02-26,COMPLETED,103,LAND_ACQUISITION
PRJ-SYN-006686-M-04,PRJ-SYN-006686,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-05-14,2022-09-28,COMPLETED,137,PROCUREMENT
PRJ-SYN-006686-M-05,PRJ-SYN-006686,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-12-16,2023-05-19,COMPLETED,154,RIGHT_OF_WAY
PRJ-SYN-006686-M-06,PRJ-SYN-006686,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-09-11,2024-03-22,COMPLETED,193,CIVIL_WORKS
PRJ-SYN-006686-M-07,PRJ-SYN-006686,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2024-06-06,2025-01-23,COMPLETED,231,CIVIL_WORKS
PRJ-SYN-006686-M-08,PRJ-SYN-006686,"Equipment Installation, Signaling & Substation Integration",8,2024-12-03,2025-08-06,COMPLETED,246,SYSTEMS_EQUIPMENT
PRJ-SYN-006686-M-09,PRJ-SYN-006686,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-03-21,,DELAYED,390,STATUTORY_INSPECTION
PRJ-SYN-006686-M-10,PRJ-SYN-006686,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-06-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-006687-M-01,PRJ-SYN-006687,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-01-30,2023-02-15,COMPLETED,16,ADMINISTRATIVE
PRJ-SYN-006687-M-02,PRJ-SYN-006687,Statutory Environmental & Forest Clearance Stage-I,2,2023-05-22,2023-06-16,COMPLETED,25,STATUTORY
PRJ-SYN-006687-M-03,PRJ-SYN-006687,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-09-12,2023-10-05,COMPLETED,23,LAND_ACQUISITION
PRJ-SYN-006687-M-04,PRJ-SYN-006687,"EPC Tendering, Technical Evaluation & Contract Award",4,2024-01-02,2024-02-13,COMPLETED,42,PROCUREMENT
PRJ-SYN-006687-M-05,PRJ-SYN-006687,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-05-17,2024-06-18,COMPLETED,32,RIGHT_OF_WAY
PRJ-SYN-006687-M-06,PRJ-SYN-006687,"Major Substructure, Earthwork & Foundation Works (50%)",6,2024-11-01,2024-12-21,COMPLETED,50,CIVIL_WORKS
PRJ-SYN-006687-M-07,PRJ-SYN-006687,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-04-19,2025-06-07,COMPLETED,49,CIVIL_WORKS
PRJ-SYN-006687-M-08,PRJ-SYN-006687,"Equipment Installation, Signaling & Substation Integration",8,2025-08-10,2025-10-07,COMPLETED,58,SYSTEMS_EQUIPMENT
PRJ-SYN-006687-M-09,PRJ-SYN-006687,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-10-16,2025-12-25,COMPLETED,70,STATUTORY_INSPECTION
PRJ-SYN-006687-M-10,PRJ-SYN-006687,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-12-01,2026-02-22,COMPLETED,83,COMMISSIONING
PRJ-SYN-006688-M-01,PRJ-SYN-006688,Feasibility Study & Detailed Project Report (DPR) Approval,1,2018-08-13,2018-09-21,COMPLETED,39,ADMINISTRATIVE
PRJ-SYN-006688-M-02,PRJ-SYN-006688,Statutory Environmental & Forest Clearance Stage-I,2,2019-03-08,2019-05-28,COMPLETED,81,STATUTORY
PRJ-SYN-006688-M-03,PRJ-SYN-006688,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2019-10-01,2020-01-26,COMPLETED,117,LAND_ACQUISITION
PRJ-SYN-006688-M-04,PRJ-SYN-006688,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-04-25,2020-09-25,COMPLETED,153,PROCUREMENT
PRJ-SYN-006688-M-05,PRJ-SYN-006688,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-12-30,2021-07-16,COMPLETED,198,RIGHT_OF_WAY
PRJ-SYN-006688-M-06,PRJ-SYN-006688,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-11-06,2022-06-23,COMPLETED,229,CIVIL_WORKS
PRJ-SYN-006688-M-07,PRJ-SYN-006688,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2022-09-12,2023-06-20,COMPLETED,281,CIVIL_WORKS
PRJ-SYN-006688-M-08,PRJ-SYN-006688,"Equipment Installation, Signaling & Substation Integration",8,2023-04-07,2024-02-20,COMPLETED,319,SYSTEMS_EQUIPMENT
PRJ-SYN-006688-M-09,PRJ-SYN-006688,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-08-10,2024-07-27,COMPLETED,352,STATUTORY_INSPECTION
PRJ-SYN-006688-M-10,PRJ-SYN-006688,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-11-01,2024-11-23,COMPLETED,388,COMMISSIONING
PRJ-SYN-006689-M-01,PRJ-SYN-006689,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-10-15,2020-11-04,COMPLETED,20,ADMINISTRATIVE
PRJ-SYN-006689-M-02,PRJ-SYN-006689,Statutory Environmental & Forest Clearance Stage-I,2,2021-01-17,2021-02-19,COMPLETED,33,STATUTORY
PRJ-SYN-006689-M-03,PRJ-SYN-006689,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-04-21,2021-06-23,COMPLETED,63,LAND_ACQUISITION
PRJ-SYN-006689-M-04,PRJ-SYN-006689,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-07-24,2021-10-08,COMPLETED,76,PROCUREMENT
PRJ-SYN-006689-M-05,PRJ-SYN-006689,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2021-11-15,2022-02-10,COMPLETED,87,RIGHT_OF_WAY
PRJ-SYN-006689-M-06,PRJ-SYN-006689,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-04-05,2022-07-27,COMPLETED,113,CIVIL_WORKS
PRJ-SYN-006689-M-07,PRJ-SYN-006689,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2022-08-24,2022-12-29,COMPLETED,127,CIVIL_WORKS
PRJ-SYN-006689-M-08,PRJ-SYN-006689,"Equipment Installation, Signaling & Substation Integration",8,2022-11-26,2023-04-03,COMPLETED,128,SYSTEMS_EQUIPMENT
PRJ-SYN-006689-M-09,PRJ-SYN-006689,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-01-22,2023-06-16,COMPLETED,145,STATUTORY_INSPECTION
PRJ-SYN-006689-M-10,PRJ-SYN-006689,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-03-01,2023-08-21,COMPLETED,173,COMMISSIONING
PRJ-SYN-006690-M-01,PRJ-SYN-006690,Feasibility Study & Detailed Project Report (DPR) Approval,1,2024-03-05,2024-04-28,COMPLETED,54,ADMINISTRATIVE
PRJ-SYN-006690-M-02,PRJ-SYN-006690,Statutory Environmental & Forest Clearance Stage-I,2,2024-09-16,2024-12-19,COMPLETED,94,STATUTORY
PRJ-SYN-006690-M-03,PRJ-SYN-006690,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2025-03-30,,DELAYED,600,LAND_ACQUISITION
PRJ-SYN-006690-M-04,PRJ-SYN-006690,"EPC Tendering, Technical Evaluation & Contract Award",4,2025-10-11,,NOT_STARTED,0,PROCUREMENT
PRJ-SYN-006690-M-05,PRJ-SYN-006690,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2026-06-02,,NOT_STARTED,0,RIGHT_OF_WAY
PRJ-SYN-006690-M-06,PRJ-SYN-006690,"Major Substructure, Earthwork & Foundation Works (50%)",6,2027-03-21,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-006690-M-07,PRJ-SYN-006690,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2028-01-08,,NOT_STARTED,0,CIVIL_WORKS
PRJ-SYN-006690-M-08,PRJ-SYN-006690,"Equipment Installation, Signaling & Substation Integration",8,2028-07-21,,NOT_STARTED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-006690-M-09,PRJ-SYN-006690,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2028-11-15,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-006690-M-10,PRJ-SYN-006690,"Final Trial Runs, COD Commercial Operation & Handover",10,2029-02-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-006691-M-01,PRJ-SYN-006691,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-11-03,2023-11-04,COMPLETED,1,ADMINISTRATIVE
PRJ-SYN-006691-M-02,PRJ-SYN-006691,Statutory Environmental & Forest Clearance Stage-I,2,2024-01-21,2024-01-23,COMPLETED,2,STATUTORY
PRJ-SYN-006691-M-03,PRJ-SYN-006691,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2024-04-09,2024-04-09,COMPLETED,0,LAND_ACQUISITION
PRJ-SYN-006691-M-04,PRJ-SYN-006691,"EPC Tendering, Technical Evaluation & Contract Award",4,2024-06-27,2024-06-27,COMPLETED,0,PROCUREMENT
PRJ-SYN-006691-M-05,PRJ-SYN-006691,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-10-01,2024-10-01,COMPLETED,0,RIGHT_OF_WAY
PRJ-SYN-006691-M-06,PRJ-SYN-006691,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-01-27,2025-01-27,COMPLETED,0,CIVIL_WORKS
PRJ-SYN-006691-M-07,PRJ-SYN-006691,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2025-05-26,2025-05-26,COMPLETED,0,CIVIL_WORKS
PRJ-SYN-006691-M-08,PRJ-SYN-006691,"Equipment Installation, Signaling & Substation Integration",8,2025-08-13,2025-08-13,COMPLETED,0,SYSTEMS_EQUIPMENT
PRJ-SYN-006691-M-09,PRJ-SYN-006691,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-09-30,2025-10-01,COMPLETED,1,STATUTORY_INSPECTION
PRJ-SYN-006691-M-10,PRJ-SYN-006691,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-11-01,2025-11-08,COMPLETED,7,COMMISSIONING
PRJ-SYN-006692-M-01,PRJ-SYN-006692,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-10-05,2021-10-21,COMPLETED,16,ADMINISTRATIVE
PRJ-SYN-006692-M-02,PRJ-SYN-006692,Statutory Environmental & Forest Clearance Stage-I,2,2021-12-26,2022-01-31,COMPLETED,36,STATUTORY
PRJ-SYN-006692-M-03,PRJ-SYN-006692,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2022-03-19,2022-05-16,COMPLETED,58,LAND_ACQUISITION
PRJ-SYN-006692-M-04,PRJ-SYN-006692,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-06-09,2022-09-07,COMPLETED,90,PROCUREMENT
PRJ-SYN-006692-M-05,PRJ-SYN-006692,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-09-16,2022-12-29,COMPLETED,104,RIGHT_OF_WAY
PRJ-SYN-006692-M-06,PRJ-SYN-006692,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-01-17,2023-05-09,COMPLETED,112,CIVIL_WORKS
PRJ-SYN-006692-M-07,PRJ-SYN-006692,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-05-20,2023-10-10,COMPLETED,143,CIVIL_WORKS
PRJ-SYN-006692-M-08,PRJ-SYN-006692,"Equipment Installation, Signaling & Substation Integration",8,2023-08-10,2024-01-05,COMPLETED,148,SYSTEMS_EQUIPMENT
PRJ-SYN-006692-M-09,PRJ-SYN-006692,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-09-29,2024-03-13,COMPLETED,166,STATUTORY_INSPECTION
PRJ-SYN-006692-M-10,PRJ-SYN-006692,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-11-01,2024-05-04,COMPLETED,185,COMMISSIONING
PRJ-SYN-006693-M-01,PRJ-SYN-006693,Feasibility Study & Detailed Project Report (DPR) Approval,1,2021-01-15,2021-02-05,COMPLETED,21,ADMINISTRATIVE
PRJ-SYN-006693-M-02,PRJ-SYN-006693,Statutory Environmental & Forest Clearance Stage-I,2,2021-07-04,2021-08-28,COMPLETED,55,STATUTORY
PRJ-SYN-006693-M-03,PRJ-SYN-006693,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-12-21,2022-03-10,COMPLETED,79,LAND_ACQUISITION
PRJ-SYN-006693-M-04,PRJ-SYN-006693,"EPC Tendering, Technical Evaluation & Contract Award",4,2022-06-10,2022-09-19,COMPLETED,101,PROCUREMENT
PRJ-SYN-006693-M-05,PRJ-SYN-006693,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-12-31,2023-05-15,COMPLETED,135,RIGHT_OF_WAY
PRJ-SYN-006693-M-06,PRJ-SYN-006693,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-09-12,2024-02-26,COMPLETED,167,CIVIL_WORKS
PRJ-SYN-006693-M-07,PRJ-SYN-006693,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2024-05-25,2024-11-30,COMPLETED,189,CIVIL_WORKS
PRJ-SYN-006693-M-08,PRJ-SYN-006693,"Equipment Installation, Signaling & Substation Integration",8,2024-11-11,2025-06-10,COMPLETED,211,SYSTEMS_EQUIPMENT
PRJ-SYN-006693-M-09,PRJ-SYN-006693,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-02-21,,DELAYED,330,STATUTORY_INSPECTION
PRJ-SYN-006693-M-10,PRJ-SYN-006693,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-05-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-006694-M-01,PRJ-SYN-006694,Feasibility Study & Detailed Project Report (DPR) Approval,1,2022-09-01,2022-09-28,COMPLETED,27,ADMINISTRATIVE
PRJ-SYN-006694-M-02,PRJ-SYN-006694,Statutory Environmental & Forest Clearance Stage-I,2,2022-12-26,2023-01-16,COMPLETED,21,STATUTORY
PRJ-SYN-006694-M-03,PRJ-SYN-006694,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-04-20,2023-06-17,COMPLETED,58,LAND_ACQUISITION
PRJ-SYN-006694-M-04,PRJ-SYN-006694,"EPC Tendering, Technical Evaluation & Contract Award",4,2023-08-14,2023-10-09,COMPLETED,56,PROCUREMENT
PRJ-SYN-006694-M-05,PRJ-SYN-006694,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2023-12-31,2024-03-18,COMPLETED,78,RIGHT_OF_WAY
PRJ-SYN-006694-M-06,PRJ-SYN-006694,"Major Substructure, Earthwork & Foundation Works (50%)",6,2024-06-22,2024-09-29,COMPLETED,99,CIVIL_WORKS
PRJ-SYN-006694-M-07,PRJ-SYN-006694,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2024-12-12,2025-03-18,COMPLETED,96,CIVIL_WORKS
PRJ-SYN-006694-M-08,PRJ-SYN-006694,"Equipment Installation, Signaling & Substation Integration",8,2025-04-07,2025-07-25,COMPLETED,109,SYSTEMS_EQUIPMENT
PRJ-SYN-006694-M-09,PRJ-SYN-006694,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2025-06-15,2025-10-28,COMPLETED,135,STATUTORY_INSPECTION
PRJ-SYN-006694-M-10,PRJ-SYN-006694,"Final Trial Runs, COD Commercial Operation & Handover",10,2025-08-01,2026-01-07,COMPLETED,159,COMMISSIONING
PRJ-SYN-006695-M-01,PRJ-SYN-006695,Feasibility Study & Detailed Project Report (DPR) Approval,1,2019-12-05,2020-01-17,COMPLETED,43,ADMINISTRATIVE
PRJ-SYN-006695-M-02,PRJ-SYN-006695,Statutory Environmental & Forest Clearance Stage-I,2,2020-02-26,2020-05-12,COMPLETED,76,STATUTORY
PRJ-SYN-006695-M-03,PRJ-SYN-006695,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-05-18,2020-09-02,COMPLETED,107,LAND_ACQUISITION
PRJ-SYN-006695-M-04,PRJ-SYN-006695,"EPC Tendering, Technical Evaluation & Contract Award",4,2020-08-08,2020-12-26,COMPLETED,140,PROCUREMENT
PRJ-SYN-006695-M-05,PRJ-SYN-006695,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2020-11-15,2021-04-22,COMPLETED,158,RIGHT_OF_WAY
PRJ-SYN-006695-M-06,PRJ-SYN-006695,"Major Substructure, Earthwork & Foundation Works (50%)",6,2021-03-18,2021-09-24,COMPLETED,190,CIVIL_WORKS
PRJ-SYN-006695-M-07,PRJ-SYN-006695,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2021-07-20,2022-02-23,COMPLETED,218,CIVIL_WORKS
PRJ-SYN-006695-M-08,PRJ-SYN-006695,"Equipment Installation, Signaling & Substation Integration",8,2021-10-10,2022-06-17,COMPLETED,250,SYSTEMS_EQUIPMENT
PRJ-SYN-006695-M-09,PRJ-SYN-006695,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2021-11-29,2022-09-03,COMPLETED,278,STATUTORY_INSPECTION
PRJ-SYN-006695-M-10,PRJ-SYN-006695,"Final Trial Runs, COD Commercial Operation & Handover",10,2022-01-01,2022-11-13,COMPLETED,316,COMMISSIONING
PRJ-SYN-006696-M-01,PRJ-SYN-006696,Feasibility Study & Detailed Project Report (DPR) Approval,1,2022-04-08,2022-05-09,COMPLETED,31,ADMINISTRATIVE
PRJ-SYN-006696-M-02,PRJ-SYN-006696,Statutory Environmental & Forest Clearance Stage-I,2,2022-10-22,2022-12-13,COMPLETED,52,STATUTORY
PRJ-SYN-006696-M-03,PRJ-SYN-006696,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-05-08,2023-07-25,COMPLETED,78,LAND_ACQUISITION
PRJ-SYN-006696-M-04,PRJ-SYN-006696,"EPC Tendering, Technical Evaluation & Contract Award",4,2023-11-22,2024-03-12,COMPLETED,111,PROCUREMENT
PRJ-SYN-006696-M-05,PRJ-SYN-006696,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2024-07-16,2024-12-18,COMPLETED,155,RIGHT_OF_WAY
PRJ-SYN-006696-M-06,PRJ-SYN-006696,"Major Substructure, Earthwork & Foundation Works (50%)",6,2025-05-09,2025-11-05,COMPLETED,180,CIVIL_WORKS
PRJ-SYN-006696-M-07,PRJ-SYN-006696,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2026-03-01,2026-09-21,COMPLETED,204,CIVIL_WORKS
PRJ-SYN-006696-M-08,PRJ-SYN-006696,"Equipment Installation, Signaling & Substation Integration",8,2026-09-15,,DELAYED,360,SYSTEMS_EQUIPMENT
PRJ-SYN-006696-M-09,PRJ-SYN-006696,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2027-01-11,,NOT_STARTED,0,STATUTORY_INSPECTION
PRJ-SYN-006696-M-10,PRJ-SYN-006696,"Final Trial Runs, COD Commercial Operation & Handover",10,2027-04-01,,NOT_STARTED,0,COMMISSIONING
PRJ-SYN-006697-M-01,PRJ-SYN-006697,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-02-25,2020-04-25,COMPLETED,60,ADMINISTRATIVE
PRJ-SYN-006697-M-02,PRJ-SYN-006697,Statutory Environmental & Forest Clearance Stage-I,2,2020-07-20,2020-10-25,COMPLETED,97,STATUTORY
PRJ-SYN-006697-M-03,PRJ-SYN-006697,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2020-12-14,2021-05-18,COMPLETED,155,LAND_ACQUISITION
PRJ-SYN-006697-M-04,PRJ-SYN-006697,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-05-09,2021-12-02,COMPLETED,207,PROCUREMENT
PRJ-SYN-006697-M-05,PRJ-SYN-006697,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2021-10-31,2022-07-06,COMPLETED,248,RIGHT_OF_WAY
PRJ-SYN-006697-M-06,PRJ-SYN-006697,"Major Substructure, Earthwork & Foundation Works (50%)",6,2022-06-07,2023-03-21,COMPLETED,287,CIVIL_WORKS
PRJ-SYN-006697-M-07,PRJ-SYN-006697,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-01-12,2023-12-23,COMPLETED,345,CIVIL_WORKS
PRJ-SYN-006697-M-08,PRJ-SYN-006697,"Equipment Installation, Signaling & Substation Integration",8,2023-06-07,2024-06-28,COMPLETED,387,SYSTEMS_EQUIPMENT
PRJ-SYN-006697-M-09,PRJ-SYN-006697,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2023-09-03,2024-11-13,COMPLETED,437,STATUTORY_INSPECTION
PRJ-SYN-006697-M-10,PRJ-SYN-006697,"Final Trial Runs, COD Commercial Operation & Handover",10,2023-11-01,2025-02-23,COMPLETED,480,COMMISSIONING
PRJ-SYN-006698-M-01,PRJ-SYN-006698,Feasibility Study & Detailed Project Report (DPR) Approval,1,2020-02-29,2020-03-31,COMPLETED,31,ADMINISTRATIVE
PRJ-SYN-006698-M-02,PRJ-SYN-006698,Statutory Environmental & Forest Clearance Stage-I,2,2020-09-04,2020-10-22,COMPLETED,48,STATUTORY
PRJ-SYN-006698-M-03,PRJ-SYN-006698,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2021-03-12,2021-06-06,COMPLETED,86,LAND_ACQUISITION
PRJ-SYN-006698-M-04,PRJ-SYN-006698,"EPC Tendering, Technical Evaluation & Contract Award",4,2021-09-17,2021-12-24,COMPLETED,98,PROCUREMENT
PRJ-SYN-006698-M-05,PRJ-SYN-006698,"Contractor Mobilization, ROW Handover & Utility Relocation",5,2022-05-02,2022-09-09,COMPLETED,130,RIGHT_OF_WAY
PRJ-SYN-006698-M-06,PRJ-SYN-006698,"Major Substructure, Earthwork & Foundation Works (50%)",6,2023-02-09,2023-07-27,COMPLETED,168,CIVIL_WORKS
PRJ-SYN-006698-M-07,PRJ-SYN-006698,"Superstructure Erection, Track/Line Laying & Core Fabrication",7,2023-11-19,2024-06-07,COMPLETED,201,CIVIL_WORKS
PRJ-SYN-006698-M-08,PRJ-SYN-006698,"Equipment Installation, Signaling & Substation Integration",8,2024-05-26,2025-01-02,COMPLETED,221,SYSTEMS_EQUIPMENT
PRJ-SYN-006698-M-09,PRJ-SYN-006698,"Safety Audit, Statutory Inspection (CRS/DGCA/CEA)",9,2024-09-16,2025-05-27,COMPLETED,253,STATUTORY_INSPECTION
PRJ-SYN-006698-M-10,PRJ-SYN-006698,"Final Trial Runs, COD Commercial Operation & Handover",10,2024-12-01,2025-08-27,COMPLETED,269,COMMISSIONING
PRJ-SYN-006699-M-01,PRJ-SYN-006699,Feasibility Study & Detailed Project Report (DPR) Approval,1,2023-02-11,2023-03-16,COMPLETED,33,ADMINISTRATIVE
PRJ-SYN-006699-M-02,PRJ-SYN-006699,Statutory Environmental & Forest Clearance Stage-I,2,2023-06-18,2023-08-07,COMPLETED,50,STATUTORY
PRJ-SYN-006699-M-03,PRJ-SYN-006699,Land Acquisition 80% ROW Notification (Sec 3D/19),3,2023-10-24,2023-12-14,COMPLETED,51,LAND_ACQUISITION
